Phase;T;RH;R;FF;RMM1;RMM2;RMM;Angle;Angle (+);PhaseManual
4;28.2;71;0;2;0.827595;-0.35804;0.901723974;113.3946154;113.3946154;3
4;28;69;1.8;2;0.75077301;-0.4048;0.852949678;118.3325524;118.3325524;3
4;28.1;70;0;2;0.73345298;-0.23728;0.770879415;107.9269572;107.9269572;3
4;28.6;71;0;1;0.73546201;-0.15798999;0.752240125;102.1238764;102.1238764;3
5;29.1;69;2.7;2;0.37054199;0.25569701;0.45020254;55.39191132;55.39191132;2
6;29;70;0;2;0.246773;0.64519;0.690772792;20.93090934;20.93090934;1
6;28;73;1.1;2;0.24590001;0.64162999;0.687135983;20.9689657;20.9689657;1
6;28.3;63;0;2;0.15877999;0.39911199;0.429536338;21.69430376;21.69430376;1
7;27.8;65;0;2;-0.20133001;0.260497;0.329230102;-37.69931822;322.3006818;8
8;27.6;70;0;2;-0.21638;0.168181;0.274053194;-52.14392127;307.8560787;7
1;27.5;72;14.4;1;-7.95E-02;-6.35E-02;0.101747236;-128.6158361;231.3841639;6
1;27.4;78;6.2;3;-9.60E-02;-3.26E-02;0.10138422;-108.756631;251.243369;6
1;28.1;69;3.2;2;-0.16446;-2.29E-02;0.166046685;-97.92709973;262.0729003;6
7;28.3;70;0;2;-0.25997999;0.320535;0.412713316;-39.04486721;320.9551328;8
7;28.2;76;0;3;-0.17517;0.635203;0.658913788;-15.41726485;344.5827352;8
7;27.8;80;12.2;2;-0.12561999;0.774984;0.785099091;-9.207201965;350.792798;8
6;27.9;80;5.3;2;5.87E-02;0.95033699;0.952148142;3.534530223;3.534530223;1
6;27.9;74;1.6;3;0.13071699;1.13735;1.144837086;6.556305359;6.556305359;1
7;28.9;70;0.2;2;-6.06E-02;1.0700999;1.071814422;-3.241211109;356.7587889;8
7;28.4;74;0;2;-0.27384001;1.10165;1.135174468;-13.95924474;346.0407553;8
7;29.4;69;0;2;-0.84188002;1.30933;1.556633231;-32.74042403;327.259576;8
8;28.4;71;2.9;2;-1.4112099;1.22023;1.865603022;-49.15103173;310.8489683;7
8;29.8;62;0;2;-1.9403;1.18398;2.27300962;-58.60826577;301.3917342;7
8;28.4;66;0;3;-2.11359;0.90644902;2.299763578;-66.78710347;293.2128965;7
8;28.5;70;7;3;-2.1931801;0.54113102;2.258951467;-76.14003847;283.8599615;7
8;29.3;64;0.3;2;-2.31657;0.21209399;2.32625889;-84.76885832;275.2311417;7
1;28.5;77;0;2;-2.36869;-0.20522;2.377563367;-94.95166171;265.0483383;6
1;29.8;58;0;2;-2.2405601;-0.65983999;2.335700831;-106.4095845;253.5904155;6
1;29.1;68;14.4;2;-1.8915499;-1.09322;2.184740486;-120.0257361;239.9742639;6
1;28.9;68;0;3;-1.6938699;-1.57682;2.314207543;-132.9504005;227.0495995;6
2;29.6;67;0;2;-1.46253;-1.84392;2.353515449;-141.5798334;218.4201666;5
2;29.9;63;0;2;-1.00665;-1.95522;2.199142895;-152.7582103;207.2417897;5
2;29.6;64;0;2;-0.55877;-2.03935;2.114514681;-164.6773408;195.3226592;5
2;29.7;68;0;2;-0.25997001;-2.09253;2.108617131;-172.9180221;187.0819779;5
2;30.7;54;0;2;-0.10384;-2.0903499;2.092927483;-177.1561187;182.8438813;5
3;29.6;71;0;3;0.216364;-1.8435;1.85615345;173.3060541;173.3060541;4
3;28.9;75;0.3;2;0.618828;-1.39625;1.527240045;156.0967359;156.0967359;4
4;28.9;75;2;2;1.02872;-1.00729;1.439756223;134.3969562;134.3969562;3
4;29.3;72;0;2;1.49225;-0.58544999;1.602985263;111.4214186;111.4214186;3
4;28.3;80;0;2;1.40233;-0.15769;1.411168156;96.41587669;96.41587669;3
5;27.8;80;7.8;2;1.01149;0.19572601;1.030252732;79.0484625;79.0484625;2
5;27.8;82;45.2;2;0.488554;0.202832;0.528985663;67.45333768;67.45333768;2
5;27.9;80;0;2;0.18564001;0.101142;0.21140463;61.41718489;61.41718489;2
5;28.4;77;4.7;2;0.310619;3.73E-02;0.312850528;83.15254975;83.15254975;2
3;27.7;83;0;2;0.182356;-0.26829001;0.324396733;145.7961584;145.7961584;4
2;27;84;46.5;1;-0.18697999;-0.37691;0.420740615;-153.6146078;206.3853922;5
1;27.3;73;0.2;2;-0.30306;-0.23807999;0.385392586;-128.1527164;231.8472836;6
1;27.6;78;0;2;-0.52454001;-0.24144;0.577438738;-114.7160957;245.2839043;6
1;27.2;80;0;2;-0.64447999;-0.28264999;0.703736793;-113.6808446;246.3191554;6
2;26.8;84;15.4;1;-0.52043998;-0.68461001;0.859970138;-142.7579322;217.2420678;5
2;28.1;79;5.9;2;-0.25742999;-0.92263001;0.95787073;-164.4099633;195.5900367;5
2;28.1;81;0;2;-0.17007001;-0.98762;1.002156212;-170.2293852;189.7706148;5
2;28.1;75;0.2;1;-3.16E-02;-1.02874;1.029225217;-178.240588;181.759412;5
3;27.1;80;46.1;1;2.61E-02;-1.15369;1.153985193;178.7040151;178.7040151;4
2;27.3;77;5.4;2;-0.14816999;-1.55594;1.562979088;-174.560207;185.439793;5
2;28.1;77;0;1;-0.18268999;-1.87659;1.885461657;-174.4396569;185.5603431;5
3;27.7;80;0;2;0.265892;-2.0943401;2.11115111;172.7645843;172.7645843;4
3;28.2;75;4.1;2;0.49359101;-2.11814;2.174890605;166.8824394;166.8824394;4
3;28.2;78;0;2;0.79943103;-1.7496001;1.923587919;155.4432895;155.4432895;4
3;28.7;76;1;2;0.91732502;-1.46781;1.730881679;147.9961952;147.9961952;4
3;25.7;86;29.8;1;1.29926;-1.41052;1.917718232;137.3511687;137.3511687;4
4;29.1;72;1.3;2;1.44049;-1.22119;1.888469342;130.2899493;130.2899493;3
4;28.6;79;1.4;1;1.6491801;-0.76358998;1.817378513;114.8446971;114.8446971;3
4;28.7;75;0;2;1.7501;-0.89383;1.965141745;117.0548014;117.0548014;3
4;28.5;76;0;2;1.92838;-0.86277997;2.112590519;114.1043055;114.1043055;3
4;27;88;0.5;2;1.79732;-0.71082997;1.932779974;111.5785189;111.5785189;3
4;27.8;78;8.5;1;1.64623;-0.60341001;1.75333307;110.1299324;110.1299324;3
4;28;84;9;1;1.22642;-0.31235999;1.265572906;104.2890085;104.2890085;3
4;28.3;76;0;2;0.92304802;-0.43662;1.021104633;115.3150768;115.3150768;3
4;28.5;80;11.8;2;0.89499003;-0.48051;1.015823318;118.2308469;118.2308469;3
4;27.4;86;0.2;3;0.557594;-0.28975999;0.628388352;117.4591513;117.4591513;3
5;28.6;75;0;1;0.51638699;0.26755801;0.581586461;62.60975942;62.60975942;2
5;28.6;79;0;2;0.54251099;0.48087099;0.72495178;48.44685596;48.44685596;2
6;27.6;83;1.9;2;0.32523099;0.41083401;0.523984523;38.36640505;38.36640505;1
6;28.1;78;1.1;2;0.33579201;0.399223;0.521665868;40.06765733;40.06765733;1
6;27.9;79;0;2;0.55978101;0.57595402;0.803167363;44.18415602;44.18415602;1
5;28.6;77;1.3;2;0.82884198;0.592767;1.018995458;54.42860058;54.42860058;2
5;26.6;85;0;1;0.86338502;0.63705301;1.072972614;53.57805088;53.57805088;2
5;27.7;82;5.3;2;0.55735499;0.523242;0.764478107;46.80815001;46.80815001;2
6;26.3;88;0;3;0.360993;0.448818;0.575980506;38.81039323;38.81039323;1
6;27;79;25.2;3;0.31394601;0.55952501;0.641584238;29.29651245;29.29651245;1
6;27.2;81;12.8;2;0.28775999;0.61640102;0.680261736;25.02499764;25.02499764;1
6;27.4;75;0;4;0.110541;0.64488602;0.654291442;9.726638708;9.726638708;1
6;27.3;80;3.7;2;0.448419;0.70323497;0.834037782;32.52369182;32.52369182;1
5;26.7;80;1.2;3;0.80820698;0.64446402;1.033698406;51.43115158;51.43115158;2
5;27;80;0;2;0.85747701;0.72779298;1.124699713;49.67670418;49.67670418;2
5;27.1;80;0;2;0.93397599;0.852503;1.26454439;47.61118448;47.61118448;2
6;27.6;72;0;2;0.65728903;1.00025;1.196883007;33.3099062;33.3099062;1
6;27.3;74;0;2;0.56316203;0.76395798;0.949096026;36.39628919;36.39628919;1
6;27.8;77;0;2;0.56131101;0.57573497;0.804077612;44.27321523;44.27321523;1
5;27;77;0.4;2;0.52021497;9.90E-02;0.529551334;79.22511542;79.22511542;2
5;26.9;80;21.6;2;0.291067;0.174518;0.33937668;59.05393406;59.05393406;2
7;26.8;80;3.2;2;-2.05E-02;0.48516801;0.485600914;-2.419502525;357.5804975;8
7;27;79;0;2;-0.16648;0.51036698;0.536833349;-18.06615275;341.9338473;8
8;27.1;83;0;3;-0.39228001;0.280646;0.482333685;-54.4192115;305.5807885;7
8;27.8;78;1;3;-0.68651003;0.322386;0.758438366;-64.84518917;295.1548108;7
8;27.6;78;0;3;-0.59179997;0.280927;0.655093263;-64.60634321;295.3936568;7
8;27.5;76;0;2;-0.30892;0.164911;0.350181673;-61.90532848;298.0946715;7
8;26.6;82;5;2;-0.32006001;0.16349301;0.35940002;-62.9411523;297.0588477;7
1;26.8;80;2.4;2;-0.12246;-5.24E-02;0.133199893;-113.1658314;246.8341686;6
1;26.8;81;0;2;-0.17777;-8.59E-02;0.197436022;-115.7902348;244.2097652;6
1;26.6;85;2.4;2;-0.40580001;-0.31751999;0.515259733;-128.0415584;231.9584416;6
1;27;84;25.1;2;-0.52811998;-0.5201;0.74122515;-134.5616359;225.4383641;6
2;26.8;84;21.3;2;-0.29587001;-0.42285001;0.516082546;-145.0193485;214.9806515;5
3;26.9;84;3.5;2;7.14E-02;-0.69120997;0.694887892;174.1024278;174.1024278;4
3;26.3;87;6.7;3;0.420735;-0.81510001;0.917281836;152.6983063;152.6983063;4
3;26.3;86;37.6;2;0.564022;-0.59657001;0.820985136;136.6063999;136.6063999;4
4;25.7;86;4;4;0.74016601;-0.52385002;0.906788049;125.2888238;125.2888238;3
4;26.4;82;16.1;4;1.02918;-0.39491999;1.102348979;110.9929545;110.9929545;3
4;25.8;86;2.7;3;1.04153;-0.47999001;1.146810861;114.7426545;114.7426545;3
4;25.5;84;57.7;3;0.96399802;-0.79465997;1.24931047;129.5000469;129.5000469;3
3;26.9;82;0;3;0.94830698;-1.0199701;1.392704252;137.0851645;137.0851645;4
4;25.8;91;4;3;0.990318;-0.84729999;1.303321531;130.5497588;130.5497588;3
4;24.9;91;12.2;2;1.02619;-0.77363998;1.285139967;127.0124745;127.0124745;3
4;26.4;85;47;3;0.81929499;-0.74502999;1.107390612;132.2819723;132.2819723;3
3;27.6;82;0;2;0.35563999;-0.58679998;0.686158888;148.7813374;148.7813374;4
3;27.2;81;0.5;2;7.83E-02;-0.43151999;0.438566291;169.7154854;169.7154854;4
2;26.9;87;7.9;2;-4.99E-02;-0.38486999;0.38809138;-172.6125739;187.3874261;5
2;27.1;80;3.2;1;-0.2058;-0.64736003;0.679285395;-162.3641982;197.6358018;5
2;27;84;19.2;2;-0.47562;-0.79745001;0.92851543;-149.1870466;210.8129534;5
2;27.2;82;7.6;1;-0.59979999;-1.09486;1.248390343;-151.2846359;208.7153641;5
2;26.6;84;0;2;-0.58042002;-1.34229;1.462405499;-156.6158473;203.3841527;5
2;27;81;0.2;2;-0.43461001;-1.67115;1.726739176;-165.4222188;194.5777812;5
2;26.8;80;4.4;2;-0.32185;-1.68454;1.715010914;-169.1833682;190.8166318;5
2;27.4;82;0;1;-9.11E-02;-1.66768;1.670166397;-176.8732234;183.1267766;5
3;26.9;84;0.6;2;0.16043501;-1.65935;1.667087825;174.4774971;174.4774971;4
3;27.4;82;2.2;1;0.526173;-1.62186;1.705077091;162.0256069;162.0256069;4
3;26.9;85;1;1;0.96889597;-1.5244;1.806254346;147.5602996;147.5602996;4
3;26.6;86;26.7;2;1.0032099;-1.63569;1.918830863;148.4781613;148.4781613;4
3;27.1;82;0;2;0.94652098;-1.78333;2.018952167;152.0424067;152.0424067;4
3;27.6;82;5.8;2;1.054;-1.72273;2.019582792;148.5408875;148.5408875;4
3;27.9;80;0;2;1.51776;-1.66019;2.249405756;137.5661764;137.5661764;4
4;26.6;87;0;3;1.87327;-1.50657;2.403932956;128.8078433;128.8078433;3
4;26.3;86;23.3;2;2.1859601;-1.36111;2.575080968;121.908872;121.908872;3
4;27.6;77;0;3;2.33529;-1.10904;2.585256101;115.4032589;115.4032589;3
4;26.3;82;0;2;2.64674;-0.66196001;2.728263859;104.0418465;104.0418465;3
4;26.9;85;0.6;2;2.8877599;-0.16912;2.892707869;93.35166608;93.35166608;3
5;27.8;80;0;2;2.87061;0.436611;2.90362376;81.35176861;81.35176861;2
5;25.5;82;46.9;1;2.4531;0.95183498;2.631290451;68.79309361;68.79309361;2
5;26.8;80;0.3;2;2.2494199;1.41945;2.659836121;57.74687125;57.74687125;2
5;27.4;80;0;2;2.15453;1.9251601;2.889332264;48.21791756;48.21791756;2
6;27;80;0.2;3;1.8268501;2.1454899;2.817890736;40.41385952;40.41385952;1
6;28.5;74;4.6;3;1.09563;1.97035;2.25448092;29.07662261;29.07662261;1
6;28.1;82;0;4;0.62024999;2.0273199;2.12007925;17.01127064;17.01127064;1
6;28.2;72;0;3;0.36201999;2.02302;2.055156537;10.14570593;10.14570593;1
6;27.3;78;0;4;0.20553499;1.9;1.911084674;6.174037634;6.174037634;1
7;26.6;80;32.7;5;-0.15325999;1.71903;1.725848419;-5.094730735;354.9052693;8
7;27.2;82;6.4;4;-0.52424997;1.42391;1.517352207;-20.21251305;339.787487;8
7;26.7;81;0;3;-0.80062997;1.00049;1.281401026;-38.66811705;321.331883;8
8;27.1;83;5.4;4;-0.80273998;0.71145898;1.072644096;-48.44980714;311.5501929;7
8;26.9;86;0;3;-1.0589401;0.559053;1.197453294;-62.16879675;297.8312033;7
8;25.8;85;1.8;2;-1.03264;0.401959;1.108113896;-68.7313376;291.2686624;7
8;26.2;88;1.8;1;-0.61159003;0.25883201;0.664105695;-67.06135378;292.9386462;7
8;26.8;82;8.5;2;-0.50694001;0.37736899;0.631977475;-53.33579599;306.664204;7
8;25.9;86;13.4;2;-0.44354999;0.34534499;0.562138556;-52.09591883;307.9040812;7
8;25.8;86;0;2;-0.51089001;0.15106501;0.532756267;-73.5275844;286.4724156;7
1;26.7;86;14.3;3;-0.54043001;-0.27697;0.607270102;-117.1351077;242.8648923;6
1;26.7;87;77.8;2;-0.84546;-0.72417998;1.113211236;-130.5817548;229.4182452;6
2;26.3;86;18.6;2;-0.75026;-0.96266001;1.220493491;-142.0685269;217.9314731;5
2;26.3;84;4.4;1;-0.36322999;-1.1235;1.180757501;-162.0838672;197.9161328;5
3;26.6;81;1.1;1;6.76E-02;-1.34025;1.341953733;177.1125423;177.1125423;4
3;26.3;85;3.1;2;0.432879;-1.50892;1.569784633;163.9928723;163.9928723;4
3;27.1;82;6.5;2;0.45254099;-1.1109;1.19953831;157.835773;157.835773;4
3;27.1;80;9.3;2;0.31901401;-0.73715001;0.803218573;156.5986438;156.5986438;4
3;27;84;5.3;1;0.27113599;-0.34398001;0.437991977;141.7536967;141.7536967;4
4;27.5;81;0;2;0.251894;-6.98E-02;0.261385974;105.4880891;105.4880891;3
5;27.2;80;0;2;9.35E-02;5.15E-02;0.106745023;61.15393285;61.15393285;2
4;27.4;81;0;1;0.213838;-0.18966;0.28582793;131.5708803;131.5708803;3
4;27.6;84;0;2;0.20690601;-0.1683;0.26671143;129.1253481;129.1253481;3
4;26.7;82;17.7;2;0.30984199;-0.18489;0.360813485;120.8255209;120.8255209;3
4;27.1;85;8.2;2;0.47282401;-0.19354001;0.510901439;112.2606495;112.2606495;3
5;26.3;86;0.5;1;0.468642;0.16067;0.495419189;71.07614951;71.07614951;2
5;25.8;86;17.8;2;0.38396201;0.178459;0.423408124;65.07179779;65.07179779;2
6;25.3;90;4.1;2;0.121952;0.27427399;0.300164142;23.97163762;23.97163762;1
7;26.1;86;2;1;-0.24163;0.31329501;0.395649871;-37.64134614;322.3586539;8
8;26.1;85;6.1;1;-0.67229998;0.176368;0.695048872;-75.3005261;284.6994739;7
8;26.8;84;0;2;-0.84311998;4.01E-02;0.844073048;-87.27698224;272.7230178;7
8;27.1;85;0;2;-0.89482999;1.18E-03;0.894830768;-89.92444489;270.0755551;7
1;26.6;86;8;1;-0.81805003;-1.68E-02;0.81822252;-91.17649749;268.8235025;6
1;27;81;0;1;-0.47691;-0.30008999;0.563468855;-122.1796707;237.8203293;6
2;27.4;82;0;2;-0.29225001;-0.29234999;0.41337463;-135.0097989;224.9902011;5
2;27.8;74;0;2;-6.15E-02;-0.38119;0.386119238;-170.8350538;189.1649462;5
3;27.4;74;15.6;2;9.70E-03;-0.24880999;0.248998998;177.7674218;177.7674218;4
5;28.3;71;0.1;2;0.129164;5.27E-02;0.139501358;67.80412672;67.80412672;2
6;26.6;73;0;2;0.27658299;0.492636;0.564967591;29.3113699;29.3113699;1
6;27.3;73;0;2;0.231004;0.67453599;0.712994846;18.90446363;18.90446363;1
6;27.4;78;0;1;1.83E-02;0.68125302;0.681498765;1.53872445;1.53872445;1
7;28;82;0;1;-0.13707;0.72587699;0.738705347;-10.69345467;349.3065453;8
7;27.8;82;0;2;-1.76E-02;0.59307599;0.59333708;-1.699798802;358.3002012;8
7;28.2;78;0;2;-7.33E-02;0.47558901;0.481204527;-8.761750535;351.2382495;8
8;28;76;0;2;-0.57809001;0.39230001;0.698632491;-55.83863291;304.1613671;7
8;28.6;76;0;2;-0.86642998;0.43739;0.970572471;-63.21450484;296.7854952;7
8;25.8;88;19.5;1;-0.94248998;0.36528099;1.010800457;-68.81515564;291.1848444;7
8;26.8;86;33.6;1;-0.74919999;0.38460401;0.842152522;-62.82617022;297.1738298;7
8;27;78;0.7;1;-0.60437;0.428303;0.740747296;-54.67568424;305.3243158;7
7;27.1;79;0;1;-0.24244;0.32348001;0.404248031;-36.85062094;323.1493791;8
6;26.2;80;2.7;2;1.48E-02;0.351392;0.351703537;2.411769899;2.411769899;1
6;27.6;78;0.6;2;2.68E-02;0.427728;0.428566777;3.585274269;3.585274269;1
7;27;83;7.8;2;-2.99E-02;0.68473601;0.685388513;-2.500315706;357.4996843;8
6;27;83;9.3;2;0.109094;0.76914197;0.776840312;8.072901697;8.072901697;1
7;26.6;78;2.5;2;-2.73E-02;0.71017498;0.710699509;-2.201436311;357.7985637;8
7;27.4;76;0.6;2;-0.40674999;0.74768502;0.851162995;-28.54674297;331.453257;8
8;28.4;74;0;2;-0.97681999;0.631868;1.163372022;-57.10269574;302.8973043;7
8;28.8;74;2;2;-1.25398;0.26602599;1.281887541;-78.02254569;281.9774543;7
1;27.8;78;0;2;-1.06464;-7.64E-02;1.067377763;-94.10458616;265.8954138;6
1;27.5;76;7.3;2;-0.99019998;-0.27906999;1.028774057;-105.7395322;254.2604678;6
1;28.2;76;6.3;2;-0.78390002;-0.49965;0.929596345;-122.5130273;237.4869727;6
2;28.7;74;0;2;-0.21475001;-0.61025;0.646933249;-160.612776;199.387224;5
3;28.8;74;0;2;0.464926;-0.48385999;0.671026583;136.1432438;136.1432438;4
4;28.9;76;0;2;0.71305197;-0.20994;0.743315489;106.4057228;106.4057228;3
5;27.9;77;0;2;0.91953498;0.249575;0.95280232;74.81492101;74.81492101;2
5;28.9;76;0;2;0.77459902;0.62714601;0.996652276;51.00499971;51.00499971;2
6;27.3;84;55.2;2;0.73656797;0.85145998;1.12584034;40.86192574;40.86192574;1
6;28.5;75;0;2;0.76645601;0.94519299;1.216899586;39.03855994;39.03855994;1
6;27.9;78;0.3;2;0.74052697;1.26096;1.462327021;30.42453916;30.42453916;1
6;28.1;71;0;2;0.749152;1.1890301;1.40535451;32.21310217;32.21310217;1
6;27.4;74;0;1;0.48728499;1.53166;1.607304892;17.64803942;17.64803942;1
6;27.3;76;0;2;0.481498;1.86443;1.925601088;14.48051545;14.48051545;1
6;27.6;82;0;2;0.52123803;2.10531;2.168875119;13.90580774;13.90580774;1
6;27;80;0;2;0.233354;2.2486401;2.260715902;5.924696824;5.924696824;1
7;27;80;0.8;2;-0.15386;2.3376;2.342658033;-3.765756048;356.234244;8
7;27.8;71;0;2;-0.62186998;2.3069799;2.389325957;-15.0860864;344.9139136;8
7;27.9;65;0;2;-1.02722;2.3589799;2.572929672;-23.53076222;336.4692378;8
7;26.8;64;0;2;-1.32832;2.0925701;2.478564836;-32.40653134;327.5934687;8
7;26.5;64;0;2;-1.5390199;1.61646;2.23193306;-43.59415982;316.4058402;8
8;26.2;67;0;2;-1.69809;1.3430901;2.165040569;-51.6580598;308.3419402;7
8;26.5;69;0;2;-1.94108;0.91697901;2.146774807;-64.71364034;295.2863597;7
8;26.4;79;0;2;-2.0118201;0.79158002;2.161947974;-68.52211791;291.4778821;7
8;27.4;73;0;2;-2.1652701;0.75055802;2.291665758;-70.8819024;289.1180976;7
8;26.5;78;0;2;-2.31584;0.64282203;2.40340073;-74.48661263;285.5133874;7
8;28;64;0;2;-2.14446;0.406627;2.182671347;-79.26319016;280.7368098;7
8;26.7;66;0;2;-1.86562;0.149076;1.871566627;-85.43137637;274.5686236;7
1;26.7;61;0;2;-1.51054;-6.15E-02;1.511791435;-92.33144795;267.668552;6
1;25.6;66;0;2;-1.29286;-0.29719001;1.326577884;-102.9457019;257.0542981;6
1;26.4;68;0;2;-0.99362999;-0.40878001;1.074430851;-112.3622971;247.6377029;6
1;27.6;70;0;3;-0.83796;-0.40777001;0.931908441;-115.9485868;244.0514132;6
1;28.2;69;0;2;-0.90704;-0.28376001;0.95039008;-107.3718633;252.6281367;6
1;28.8;66;0;2;-1.1294399;-0.17803;1.143384961;-98.9576479;261.0423521;6
1;28.1;76;1.9;2;-1.11615;-1.57E-02;1.116260414;-90.8058813;269.1941187;6
8;26.9;79;4;2;-1.08789;0.110769;1.093514711;-84.18617762;275.8138224;7
1;27.8;73;0;2;-0.94558001;-4.98E-04;0.945580141;-90.03017544;269.9698246;6
1;27.2;67;0;2;-0.79794002;-0.11652;0.80640262;-98.30795453;261.6920455;6
2;28.2;68;0;2;-0.55469;-0.56994998;0.795313759;-135.7773855;224.2226145;5
2;27.7;68;0;2;-0.39320999;-0.66482002;0.772398702;-149.3976678;210.6023322;5
2;26.8;73;0;2;-0.21638;-1.07637;1.097903767;-168.6334701;191.3665299;5
3;27.9;77;0;2;6.51E-02;-1.33354;1.335128062;177.2051858;177.2051858;4
3;27.2;80;59;2;0.426294;-1.20242;1.275750928;160.4790547;160.4790547;4
4;26.8;76;0;2;0.82707202;-0.79174;1.144945568;133.7496669;133.7496669;3
4;28.1;65;0;2;1.14972;-0.64548999;1.318526983;119.3112631;119.3112631;3
4;27.2;68;0;2;1.2852499;-0.53947997;1.39388161;112.7700893;112.7700893;3
4;28.7;68;0;2;1.02596;-0.30090001;1.069174793;106.3456901;106.3456901;3
5;28.2;75;0;2;0.73066401;9.07E-02;0.736271951;82.92386265;82.92386265;2
5;28;76;0;3;0.571199;0.326224;0.657792061;60.26838579;60.26838579;2
6;27.2;75;0;3;0.34319901;0.48896101;0.597384658;35.06480298;35.06480298;1
6;27.2;78;0.2;2;0.29929501;0.690826;0.752873207;23.42429896;23.42429896;1
6;26.8;74;0.3;2;0.53772497;0.91824597;1.064107046;30.35324576;30.35324576;1
6;26.4;71;0;2;0.499908;1.14824;1.252343046;23.52681169;23.52681169;1
6;26;70;0;2;0.242805;1.2008899;1.225190116;11.43039894;11.43039894;1
7;27.1;76;0;2;-0.24101;1.1982501;1.22224757;-11.37244678;348.6275532;8
7;27.5;62;0;2;-0.52411002;1.05207;1.175390402;-26.48112221;333.5188778;8
7;25.4;63;0;2;-0.77630001;0.81822401;1.127888397;-43.49389853;316.5061015;8
8;26.7;59;0;2;-0.80774999;0.703282;1.071011493;-48.95495621;311.0450438;7
8;26.3;66;0;2;-0.70622998;0.61683601;0.937681955;-48.86535854;311.1346415;7
8;26.5;66;0;2;-0.48699;0.44030401;0.656526375;-47.88220726;312.1177927;7
7;26.1;68;0;2;-0.36943001;0.489622;0.613358162;-37.03531481;322.9646852;8
8;26.9;70;0;2;-0.49606001;0.224942;0.544678288;-65.6077404;294.3922596;7
8;26;70;0;2;-0.66359001;4.19E-02;0.664911506;-86.38706077;273.6129392;7
1;27;69;0;2;-0.72757;-1.08E-02;0.727650153;-90.85043223;269.1495678;6
1;25.5;65;0;2;-0.68475997;-0.13839;0.698604329;-101.4255798;258.5744202;6
1;26.2;66;0;2;-0.62943;-7.31E-02;0.633660583;-96.62447303;263.375527;6
1;25.1;70;0;2;-0.51495999;-5.85E-02;0.518272169;-96.48107664;263.5189234;6
1;25.2;74;0;2;-0.53702998;-1.59E-02;0.537265306;-91.69587709;268.3041229;6
8;26.9;71;0;2;-0.18237001;4.16E-02;0.187054486;-77.15025252;282.8497475;7
4;27.2;66;0;2;0.26222;-4.25E-02;0.265641824;99.20630806;99.20630806;3
5;25.7;66;0;2;0.40997401;2.33E-02;0.410635579;86.74721548;86.74721548;2
5;26.3;66;0;2;0.720442;0.175209;0.741441076;76.33121944;76.33121944;2
5;26.4;68;0;2;0.867127;0.474547;0.988485756;61.30971927;61.30971927;2
5;25.1;64;0;2;0.92445302;0.71645802;1.169583465;52.22404738;52.22404738;2
6;26.8;62;0;2;0.80813098;0.88592702;1.199142346;42.3706595;42.3706595;1
6;26.4;66;0;2;0.61706501;0.982144;1.159903472;32.14047446;32.14047446;1
6;26.8;62;0;3;0.54859602;0.93533802;1.084349946;30.39254693;30.39254693;1
6;27;68;0;2;0.421727;0.941715;1.031833709;24.12420468;24.12420468;1
6;26.5;68;0;3;0.34641999;1.03664;1.092990988;18.47838008;18.47838008;1
6;27.3;68;0;2;0.123238;1.13867;1.145319594;6.177065578;6.177065578;1
7;27.1;67;0;3;-9.72E-02;1.0452501;1.049759788;-5.312775784;354.6872242;8
7;26.5;74;0;2;-0.46796;0.995579;1.100074591;-25.1753096;334.8246904;8
7;26.6;71;0;2;-0.72802001;0.93694299;1.186539212;-37.84779043;322.1522096;8
7;26.1;69;0;2;-0.53627998;0.84029597;0.99684178;-32.54616877;327.4538312;8
7;27.1;62;0;2;-0.39583999;0.62551397;0.740241193;-32.32659331;327.6734067;8
7;27;68;0;2;-0.48196;0.54030699;0.724028373;-41.73332583;318.2666742;8
7;27.7;66;0;2;-0.49445;0.717273;0.871183884;-34.5803217;325.4196783;8
7;27.2;72;0;2;-0.23632;1.0876499;1.113027155;-12.2584542;347.7415458;8
7;26.6;70;0;2;-0.25492001;1.40013;1.423147297;-10.31874655;349.6812534;8
7;26.7;63;0;1;-0.18406001;1.4595;1.471060277;-7.187722904;352.8122771;8
6;25.7;67;0;2;1.25E-02;1.37542;1.3754768;0.520697334;0.520697334;1
6;25.8;60;0;2;0.28423899;1.3397599;1.369579641;11.97807617;11.97807617;1
6;25.4;56;0;2;0.44694;1.20388;1.28416604;20.36742487;20.36742487;1
6;25.4;66;0;2;0.80412102;1.00711;1.288751786;38.60540875;38.60540875;1
6;26.6;64;0;2;0.77875501;0.80653298;1.121139962;43.99614606;43.99614606;1
6;26.6;69;0;3;0.59293801;0.65187401;0.881201004;42.28933824;42.28933824;1
5;27.5;68;0;2;0.68185401;0.340013;0.761927642;63.49642439;63.49642439;2
5;27;66;0;3;0.39510599;0.31607601;0.505977062;51.34096828;51.34096828;2
6;27.4;70;0;2;0.169677;0.172337;0.241847733;44.55439339;44.55439339;1
1;27.8;73;0;3;-0.13592;-2.44E-02;0.138092746;-100.1771863;259.8228137;6
1;27.5;73;0;2;-0.37818;-6.08E-02;0.383036229;-99.13328848;260.8667115;6
1;27.1;66;0;2;-0.64036;-7.05E-02;0.644229136;-96.28263807;263.7173619;6
1;26.9;72;0;2;-0.90586001;-0.14140999;0.916831033;-98.87259311;261.1274069;6
1;27.4;72;0;2;-1.13047;-0.23627999;1.154898547;-101.8054634;258.1945366;6
