Phase;T;RH;R;FF;RMM1;RMM2;RMM;Angle;Angle (+);PhaseManual
7;28.4;80;0;1;-0.1745;0.936369;0.952489976;-10.55644128;349.4435587;8
7;28.8;78;0;2;-0.31235;0.65553302;0.726144657;-25.47698164;334.5230184;8
8;28.8;80;0;2;-0.33256999;0.32932699;0.468037461;-45.28072152;314.7192785;7
8;29.4;75;0;2;-0.1049;4.62E-02;0.114623078;-66.23037411;293.7696259;7
3;28.3;82;54.8;2;9.11E-02;-9.99E-02;0.135200666;137.63794;137.63794;4
4;29.5;72;0;1;0.43513101;-0.22265001;0.488786275;117.0981449;117.0981449;3
4;26.6;88;0;1;0.57874697;-0.15657;0.599551683;105.1380207;105.1380207;3
4;27.1;84;22.1;1;0.54110098;-0.17452;0.568548592;107.8759437;107.8759437;3
5;27.4;83;1.9;1;0.83168602;4.44E-03;0.831697872;89.69412634;89.69412634;2
5;28.1;80;0.7;0;0.68033898;6.67E-02;0.683600774;84.40065232;84.40065232;2
5;27.2;84;0.8;2;0.379356;0.15459201;0.409645779;67.82852927;67.82852927;2
5;27.6;80;0.4;1;0.27995899;0.182069;0.333955322;56.96237231;56.96237231;2
6;27.5;78;0;1;2.16E-03;0.261444;0.261452923;0.473355931;0.473355931;1
7;28.2;80;0;2;-0.23221;0.36901101;0.435993818;-32.18124749;327.8187525;8
7;27.4;80;0;1;-0.14556;0.37299401;0.400390116;-21.31809384;338.6819062;8
7;27.2;86;3.8;1;-3.52E-02;0.131239;0.135877574;-15.01409921;344.9859008;8
3;26.8;88;2.2;1;2.29E-02;-6.22E-02;0.066281596;159.7879479;159.7879479;4
3;27.9;83;0.5;0;5.79E-02;-0.14031;0.151787042;157.576132;157.576132;4
5;26.9;86;0.1;1;0.420165;8.54E-02;0.428756093;78.51093895;78.51093895;2
5;26.5;87;52.1;1;0.89257097;5.22E-03;0.892586234;89.66492238;89.66492238;2
5;26.8;89;5;1;1.51179;0.123036;1.516788338;85.3472762;85.3472762;2
5;27.8;81;3.5;0;1.83008;0.37477499;1.868060251;78.42663424;78.42663424;2
5;28.7;78;0;1;1.77174;0.47607899;1.834588191;74.95949554;74.95949554;2
5;27.7;81;0.4;1;1.90932;0.55759799;1.989074755;73.72007896;73.72007896;2
5;27.3;83;0;1;1.82253;0.774149;1.980131883;66.98585906;66.98585906;2
5;28.2;80;;1;1.94488;1.22774;2.29997907;57.73710395;57.73710395;2
5;27.6;82;18.8;0;1.7594;1.5224299;2.326645904;49.12997137;49.12997137;2
6;27.3;85;0;1;1.5307699;1.74321;2.319921893;41.28742945;41.28742945;1
6;27.7;83;0.5;1;1.09058;1.82497;2.126000997;30.86202866;30.86202866;1
6;26.7;84;2.8;0;0.89071399;2.0142801;2.202429507;23.85499834;23.85499834;1
6;27.4;82;0.4;1;0.96541899;2.1867199;2.390350967;23.82106709;23.82106709;1
6;27.8;80;0.1;1;1.10777;2.22369;2.484341279;26.48099219;26.48099219;1
6;27.7;80;0;1;0.89570701;2.0671101;2.25282827;23.42774303;23.42774303;1
6;28;77;0;1;0.68367398;1.83925;1.962205563;20.39077787;20.39077787;1
6;27.7;78;37.2;1;0.49561399;1.72172;1.791634166;16.0589831;16.0589831;1
6;27.3;80;0;1;0.427055;1.64097;1.695629238;14.58738896;14.58738896;1
6;27.4;81;0.5;1;0.38953799;1.78047;1.822584228;12.34093535;12.34093535;1
6;28.1;76;0;2;0.35167199;1.69938;1.735386289;11.6918305;11.6918305;1
6;26.9;78;5.3;0;0.144924;1.70664;1.712782256;4.853783151;4.853783151;1
6;27.8;79;;0;5.39E-02;1.69635;1.697206096;1.819909721;1.819909721;1
6;27.8;81;0;1;0.28014699;1.59793;1.622301643;9.943961406;9.943961406;1
6;25.9;86;5.8;1;0.300459;1.66474;1.691636745;10.23083451;10.23083451;1
6;27.3;80;6.8;2;0.16700301;1.14809;1.160172683;8.276288729;8.276288729;1
7;26.6;82;0;0;-0.10644;0.85099399;0.857624769;-7.129375106;352.8706249;8
7;27.3;82;0;0;-0.23359001;0.43486699;0.493633054;-28.24259213;331.7574079;8
8;26.9;80;0;1;-0.16459;0.123433;0.2057318;-53.13221893;306.8677811;7
2;26.9;80;0;0;-0.13279;-0.44402999;0.463460695;-163.3503701;196.6496299;5
2;27.5;82;0;1;-9.02E-03;-0.86957997;0.86962675;-179.4057023;180.5942977;5
3;27.5;80;1.6;1;0.142159;-1.14301;1.15181641;172.9103869;172.9103869;4
3;27.5;78;0;1;0.41582501;-1.03307;1.113617557;158.0745306;158.0745306;4
3;28.3;75;0;2;0.72213799;-0.97237003;1.211192285;143.4002934;143.4002934;4
4;29.2;70;;2;0.96567899;-0.86914003;1.299207568;131.9881611;131.9881611;3
4;28.4;68;0;1;1.0331399;-0.69104999;1.242951383;123.7779019;123.7779019;3
4;28.2;77;0;1;0.88508999;-0.42453;0.981636395;115.6245256;115.6245256;3
5;28.2;80;4;2;0.90142602;5.35E-02;0.903012248;86.60345658;86.60345658;2
5;28.1;77;0;2;0.83935899;0.45550001;0.954988886;61.51237672;61.51237672;2
5;28.4;77;0;2;0.81517398;0.51046503;0.961812437;57.94504601;57.94504601;2
5;27.6;85;15.7;1;0.82412302;0.367495;0.902347675;65.96683222;65.96683222;2
5;27.6;78;;1;0.58217698;0.49327901;0.763055842;49.72536763;49.72536763;2
6;26.9;84;0;1;0.21772;0.75253701;0.783398972;16.13593223;16.13593223;1
6;26.4;87;9.1;2;1.56E-02;0.82207298;0.822220983;1.087138145;1.087138145;1
7;26.5;85;5.1;2;-4.42E-02;0.87821501;0.879326585;-2.881228834;357.1187712;8
7;26.4;86;22;1;-6.28E-02;0.87349802;0.875752608;-4.112195483;355.8878045;8
7;26.9;82;1.2;1;-7.38E-02;0.93089199;0.933812796;-4.53285998;355.46714;8
7;27.9;82;6.1;0;-1.26E-02;0.68289;0.683006231;-1.057044201;358.9429558;8
6;27.5;82;0;1;5.00E-02;0.40189999;0.404998274;7.091676462;7.091676462;1
7;27.4;83;2.8;0;-9.51E-02;0.159206;0.185446921;-30.85153149;329.1484685;8
8;26.4;85;0.2;1;-0.16433001;0.100014;0.192372431;-58.67460498;301.325395;7
7;25.1;88;51;0;-0.14435001;0.229205;0.270872401;-32.20213324;327.7978668;8
6;27.3;84;14.2;1;6.58E-02;0.33600599;0.342388179;11.08000658;11.08000658;1
6;26;89;9.4;2;0.12803601;0.29494601;0.321537507;23.46565612;23.46565612;1
5;26.6;85;11.3;2;0.160971;0.150195;0.22015949;46.98341937;46.98341937;2
6;26.3;86;2;0;7.72E-02;0.188217;0.203434213;22.30171528;22.30171528;1
8;26.1;88;41;0;-0.22014;0.14120699;0.261535913;-57.32219213;302.6778079;7
8;26.7;84;4.6;1;-0.33579001;8.11E-02;0.345444845;-76.42194926;283.5780507;7
8;26.9;82;3.6;1;-0.6821;0.172085;0.70347257;-75.84049263;284.1595074;7
8;27;78;0;1;-1.03002;0.40603501;1.107161068;-68.4855869;291.5144131;7
8;26.6;82;0;2;-0.87712997;0.63945901;1.085479069;-53.90661762;306.0933824;7
7;27.2;82;8.2;1;-0.45583001;0.60740101;0.759418847;-36.88675263;323.1132474;8
7;26.8;82;23;2;-0.2;0.62022102;0.651670249;-17.8727308;342.1272692;8
7;26.6;87;1.5;2;-0.33991;0.568829;0.662650164;-30.86089078;329.1391092;8
8;26.2;89;2.5;1;-0.90526998;0.110549;0.911994966;-83.03767429;276.9623257;7
8;26.3;86;9;3;-1.42764;4.65E-02;1.428397081;-88.13446514;271.8655349;7
8;25.5;88;9;1;-1.71929;0.29558101;1.744513181;-80.24504896;279.754951;7
8;27.2;82;4.5;0;-1.71338;0.25295001;1.731951134;-81.60196151;278.3980385;7
1;27.1;82;0;0;-1.88226;-0.16212;1.889228838;-94.92276516;265.0772348;6
1;27.8;81;0;0;-2.0022199;-0.41850999;2.045491418;-101.8061544;258.1938456;6
1;27.7;79;0;0;-1.84551;-0.51616001;1.916331995;-105.6254671;254.3745329;6
1;27.9;81;3.8;3;-1.8214;-1.0570199;2.105893879;-120.1280402;239.8719598;6
1;27.7;81;7.6;2;-1.45371;-1.23068;1.904690533;-130.2505428;229.7494572;6
2;27.2;84;3.1;2;-0.74787998;-1.57886;1.747032731;-154.6538558;205.3461442;5
2;27.5;82;3;3;-1.95E-03;-1.67031;1.670311138;-179.9331102;180.0668898;5
3;26.8;83;8.9;3;0.32935801;-1.86169;1.89059947;169.967414;169.967414;4
3;27.2;85;8.9;3;0.94521701;-1.82903;2.058831207;152.6707144;152.6707144;4
3;27.8;77;3.7;3;1.00416;-1.65592;1.936597106;148.7671216;148.7671216;4
3;26.8;87;34.3;2;1.17913;-1.3485;1.791312314;138.8335125;138.8335125;4
4;26.6;89;11.1;1;1.05717;-0.80370998;1.327990264;127.2437918;127.2437918;3
4;28.3;83;6.8;2;1.3034199;-0.18475001;1.316448253;98.0675062;98.0675062;3
5;27;86;21.3;3;1.4127899;0.111193;1.417158842;85.49983783;85.49983783;2
5;27.2;81;6.9;1;1.49432;0.54922098;1.592054003;69.81964786;69.81964786;2
5;27.8;79;0;2;1.20409;0.82181102;1.457808657;55.68582739;55.68582739;2
5;27.2;80;0.2;0;1.13948;1.06601;1.560382001;46.90795009;46.90795009;2
6;27;80;2.7;1;1.08705;1.16032;1.589974907;43.13267272;43.13267272;1
6;26.5;85;0.4;0;0.68807;1.12247;1.316578606;31.5081447;31.5081447;1
6;27.4;79;0.2;2;0.59119999;1.1748;1.315170129;26.71312171;26.71312171;1
6;27.5;84;0;2;0.48133501;1.1871099;1.280981384;22.07097689;22.07097689;1
6;26.8;87;1.8;2;0.32998601;0.984456;1.038289161;18.53096125;18.53096125;1
6;26.3;85;4.4;1;0.13784701;0.96262199;0.972441717;8.149326042;8.149326042;1
6;26.7;83;4.7;2;2.57E-02;1.24279;1.2430557;1.184666509;1.184666509;1
6;27.1;81;21.8;5;0.37107101;1.51917;1.563832211;13.7262441;13.7262441;1
6;26;86;17.6;5;0.60933501;1.31795;1.451992203;24.8127743;24.8127743;1
6;25.2;94;29.6;5;0.60121202;1.10258;1.255841769;28.60263929;28.60263929;1
6;27.4;82;86.8;4;0.690202;0.989802;1.206684217;34.88857275;34.88857275;1
6;26.8;86;41.1;4;0.511994;1.10062;1.213879006;24.94723154;24.94723154;1
6;27.2;80;0;3;0.155838;1.36128;1.370171055;6.530734305;6.530734305;1
7;27.9;79;0;2;-4.32E-02;1.58233;1.582919603;-1.563872879;358.4361271;8
7;25.8;88;15.5;2;-0.1125;1.59675;1.600708222;-4.030149525;355.9698505;8
7;25.6;86;25;2;-0.58291;1.77878;1.871855325;-18.14408032;341.8559197;8
7;26.8;83;1.9;2;-1.2301;2.0293601;2.373067303;-31.22221827;328.7777817;8
8;27.7;78;0;2;-1.89271;1.8023601;2.613590074;-46.400687;313.599313;7
8;27.1;84;34.8;1;-2.3106799;1.78895;2.922256611;-52.25262829;307.7473717;7
8;27;86;23.1;3;-2.4491301;1.96278;3.138589424;-51.29064262;308.7093574;7
8;26.8;85;0;3;-2.3549399;1.85488;2.997719424;-51.77408969;308.2259103;7
8;26.3;87;0;3;-2.08566;1.41839;2.522262442;-55.7816455;304.2183545;7
8;25;91;2.3;3;-1.95533;0.85141802;2.13265751;-66.47003227;293.5299677;7
8;25.9;85;39.5;4;-1.55966;0.515751;1.642722865;-71.7018951;288.2981049;7
8;26.8;83;0.7;4;-1.0452501;0.356989;1.104531085;-71.14319226;288.8568077;7
8;27;80;0;1;-1.10844;0.201178;1.126548632;-79.71299478;280.2870052;7
1;26.5;82;0;2;-0.85799003;-0.24314;0.891775729;-105.8218412;254.1781588;6
1;27.3;84;12.9;2;-1.00176;-0.56445003;1.149837786;-119.3994478;240.6005522;6
1;27.1;84;0.2;1;-1.15413;-0.85900003;1.438713699;-126.6597054;233.3402946;6
1;26.1;86;0;0;-1.17761;-1.1605999;1.653407826;-134.5831898;225.4168102;6
2;27;83;0.5;1;-0.81755;-1.14147;1.404044787;-144.3887934;215.6112066;5
2;27.2;83;0;1;-0.53938001;-1.2661;1.376204928;-156.9251754;203.0748246;5
2;27.5;80;;1;-0.28819999;-1.25453;1.287208124;-167.0620672;192.9379328;5
3;26.8;83;0;1;3.05E-03;-1.33456;1.334563485;179.8690566;179.8690566;4
3;26.9;85;2.8;0;0.190253;-1.44512;1.457589798;172.5000256;172.5000256;4
3;27.1;86;7;2;0.100561;-1.39809;1.401701881;175.8859477;175.8859477;4
2;26.5;86;29.6;0;-9.04E-02;-1.18629;1.189729433;-175.6422567;184.3577433;5
2;27.1;81;0;2;-0.20806;-1.01678;1.037848993;-168.4354194;191.5645806;5
2;28.2;82;0;2;-8.42E-02;-1.15403;1.157097611;-175.8269964;184.1730036;5
2;27.8;84;3.2;2;-0.11119;-1.25319;1.258113028;-174.9296763;185.0703237;5
2;27.9;84;;1;-8.31E-03;-1.4011;1.401124643;-179.6601796;180.3398204;5
2;28.2;77;0;1;-2.77E-02;-1.5313801;1.531630602;-178.9637321;181.0362679;5
2;27.7;83;0;2;-0.37149;-1.5949399;1.637631859;-166.8885551;193.1114449;5
2;26.2;88;25.6;1;-0.44788;-1.65272;1.712331712;-164.8372656;195.1627344;5
2;27.1;86;4.6;0;-0.43496001;-1.64727;1.703727872;-165.2086974;194.7913026;5
2;26.6;84;2.8;1;-8.08E-02;-1.73581;1.737689557;-177.3348698;182.6651302;5
3;27.5;84;1.2;2;0.177652;-2.0831299;2.090691372;175.1255365;175.1255365;4
3;27.7;84;7;1;0.24808;-2.1709099;2.185038554;173.4808232;173.4808232;4
3;28;82;;1;0.565745;-1.8550299;1.939382204;163.0393996;163.0393996;4
3;27.7;82;23.4;0;1.11764;-1.60028;1.951926035;145.0694447;145.0694447;4
3;26.7;87;1.1;3;1.50246;-1.58126;2.181231129;136.4637921;136.4637921;4
3;25.9;86;1.6;0;1.4357001;-1.80433;2.305827731;141.4908366;141.4908366;4
3;27.2;83;0;1;1.16195;-1.62026;1.99383306;144.3542554;144.3542554;4
3;26.9;82;1.4;0;1.05243;-1.05849;1.492651997;135.1644835;135.1644835;4
4;26.9;84;0;0;0.76252401;-0.74836999;1.068410271;134.4632702;134.4632702;3
3;26.9;83;0;1;0.56534803;-0.68033999;0.884579503;140.274141;140.274141;4
4;27.4;82;0.2;1;0.509821;-0.42877001;0.666154016;130.0645299;130.0645299;3
4;27.6;81;0.2;2;0.543854;-0.13902999;0.561343488;104.3398933;104.3398933;3
4;27.7;82;8;2;0.34343499;-6.48E-02;0.349494825;100.6850647;100.6850647;3
6;26.9;82;;1;0.248522;0.26546901;0.363644029;43.11156129;43.11156129;1
5;;76;0;1;0.53952199;0.228986;0.586104569;67.00247439;67.00247439;2
5;27.2;82;0;0;0.369528;3.50E-02;0.371181819;84.58934729;84.58934729;2
5;27.7;83;;1;0.42635301;8.47E-02;0.434684919;78.763818;78.763818;2
5;27.6;81;0;1;0.136521;9.92E-02;0.168756106;53.99678971;53.99678971;2
6;27.2;81;0;1;0.27168801;0.472451;0.544999378;29.90151613;29.90151613;1
5;27.6;80;0;0;0.43788999;0.25782001;0.50815234;59.51135762;59.51135762;2
5;27.1;84;13.1;2;0.77540803;0.307641;0.834206568;68.35943352;68.35943352;2
5;27.5;82;0.1;0;0.62224197;0.24984699;0.670528588;68.12320422;68.12320422;2
5;28.1;80;0;1;0.59326798;0.340772;0.684172823;60.12702233;60.12702233;2
5;27;81;8.6;1;0.61740798;0.40713799;0.739563355;56.59790211;56.59790211;2
5;28;84;0;1;0.65939403;0.172784;0.681655923;75.31664958;75.31664958;2
4;26.9;88;76;1;0.835199;-0.1159;0.843202336;97.90044163;97.90044163;3
4;27.8;82;0.4;1;1.38574;-0.17023;1.396156725;97.00336134;97.00336134;3
4;28.1;84;0;0;1.6265;-0.32063001;1.657801512;101.1516656;101.1516656;3
4;26;91;7.3;0;1.52619;-0.37235001;1.570955265;103.7108072;103.7108072;3
4;26.7;84;92.8;0;1.38041;-0.24831;1.402565373;100.1973882;100.1973882;3
5;27.3;85;1.6;2;1.32409;0.2339;1.344590472;79.98207234;79.98207234;2
5;26.6;84;1.7;0;1.15531;0.40687099;1.224861298;70.59902425;70.59902425;2
5;26.9;82;3.6;0;1.09919;0.544182;1.226520569;63.66111723;63.66111723;2
5;27.4;77;1.4;1;0.91079003;0.70234197;1.150140305;52.36292983;52.36292983;2
6;27.7;74;0;1;0.523956;0.75273103;0.91713352;34.84074739;34.84074739;1
6;28;74;0;1;0.319298;0.77275401;0.836121984;22.45016337;22.45016337;1
6;27.7;78;0;0;0.32782999;1.15069;1.196478156;15.90217936;15.90217936;1
7;27.7;78;0;1;-2.35E-02;1.35744;1.357643401;-0.991805406;359.0081946;8
7;27.9;72;0;1;-0.56918001;1.40817;1.51885109;-22.00847823;337.9915218;8
7;27.6;72;0;2;-1.03136;1.50413;1.823762733;-34.43786408;325.5621359;8
7;28;78;3.5;2;-1.2162;1.44864;1.891480978;-40.01500667;319.9849933;8
7;28.5;76;;2;-1.34101;1.34489;1.899220085;-44.91723167;315.0827683;8
7;28.3;77;1.6;2;-1.0914;1.47041;1.831190741;-36.58435478;323.4156452;8
7;28.7;79;;2;-1.24707;1.37209;1.854134448;-42.26718277;317.7328172;8
8;28.2;77;0;1;-1.5698299;1.21767;1.986727496;-52.20033929;307.7996607;7
8;27.1;84;0;1;-1.90991;1.04401;2.176628836;-61.33775516;298.6622448;7
8;27.5;64;4.6;2;-1.8824199;0.63194501;1.985663409;-71.4426425;288.5573575;7
8;28.3;80;0.7;1;-1.7321;0.38868701;1.775175485;-77.35222295;282.6477771;7
8;27.3;82;12.6;2;-1.63194;0.133948;1.637427931;-85.30773816;274.6922618;7
8;27.5;84;0.2;2;-1.84642;1.60E-02;1.846489322;-89.50352058;270.4964794;7
1;28.2;77;0;2;-1.79452;-0.17174999;1.802720192;-95.46701461;264.5329854;6
1;28;76;0;1;-1.86079;-0.19729;1.871219594;-96.05216659;263.9478334;6
1;28.2;79;0;1;-1.9890701;-0.32146999;2.014880348;-99.18065748;260.8193425;6
1;28.3;78;0;2;-2.0639601;-0.16416;2.070478157;-94.54752809;265.4524719;6
1;29;72;0;2;-1.81339;-0.40356001;1.857752398;-102.5464039;257.4535961;6
1;28.3;76;0.3;1;-1.89467;-0.55044001;1.973007505;-106.1996511;253.8003489;6
1;28;80;0;0;-1.83201;-0.4488;1.886181879;-103.7650482;256.2349518;6
1;27.6;83;5.3;1;-1.63548;-0.29701999;1.662232145;-100.2933156;259.7066844;6
1;28.6;76;0;1;-1.12379;-0.41964;1.199583967;-110.4763843;249.5236157;6
1;28.7;76;19.8;2;-0.87567002;-0.59390002;1.058071462;-124.1460442;235.8539558;6
1;28.4;76;0;1;-0.79667002;-0.66223001;1.03596897;-129.7349706;230.2650294;6
1;28;78;16.6;1;-0.64498001;-0.53411001;0.837420274;-129.6282644;230.3717356;6
1;25.9;75;0;1;-0.442;-0.42160001;0.610827773;-133.6468087;226.3531913;6
3;26.9;76;0;1;1.18E-02;-0.39728999;0.397465189;178.2987452;178.2987452;4
3;28.1;76;0;2;0.116538;-0.47042;0.484640157;166.0861346;166.0861346;4
3;28.4;77;0;2;3.33E-02;-0.43643999;0.437708527;175.6368345;175.6368345;4
3;28.1;76;0;1;0.123396;-0.12892;0.178457107;136.2541865;136.2541865;4
5;27.4;70;0;1;0.49633899;0.127478;0.512448079;75.59568904;75.59568904;2
5;27.9;73;0;2;0.69192499;4.85E-03;0.691941988;89.5983958;89.5983958;2
4;26.9;77;0;1;0.619326;-0.21769001;0.656470589;109.3663214;109.3663214;3
5;27.2;76;0;2;0.29425901;7.60E-02;0.303915062;75.51835324;75.51835324;2
6;28.1;79;;2;0.38301301;0.502536;0.631855519;37.31321238;37.31321238;1
6;27.9;80;3.8;0;0.48032299;0.95159;1.065942636;26.78274209;26.78274209;1
6;28.2;75;0;2;0.339261;0.98170799;1.038676371;19.06424859;19.06424859;1
6;27.2;76;;1;2.50E-02;1.06565;1.065943208;1.343904466;1.343904466;1
7;27.7;74;0;2;-0.14881;1.49234;1.499741008;-5.694475123;354.3055249;8
7;27.9;68;0;2;-0.40955001;1.6042399;1.655692262;-14.32127297;345.678727;8
7;27.7;72;0;1;-0.39813;1.50887;1.56051151;-14.78116302;345.218837;8
7;28.3;77;3;1;-0.40774;1.3442;1.404679874;-16.87427352;343.1257265;8
7;28;76;35.6;1;-0.51819998;1.28591;1.386396677;-21.94860106;338.0513989;8
7;27.6;76;0;1;-0.25522;1.22241;1.248768776;-11.79304965;348.2069504;8
7;27;77;66.5;1;-0.35231999;0.951864;1.014975098;-20.31137267;339.6886273;8
7;27.5;78;0.9;0;-0.16576;0.721407;0.740205672;-12.94042249;347.0595775;8
6;29;69;0;1;4.87E-03;0.59386498;0.593884948;0.469844495;0.469844495;1
6;28.1;72;0;2;0.157729;0.337538;0.372572595;25.04633489;25.04633489;1
7;27.9;74;0;1;-0.12222;0.46380201;0.479635312;-14.76283677;345.2371632;8
7;27.5;77;0;2;-0.61154997;0.620956;0.871538708;-44.56274828;315.4372517;8
8;28.2;71;0;0;-0.71006;0.63058603;0.949644115;-48.39254378;311.6074562;7
8;27.5;74;0;1;-0.64750999;0.56665999;0.860449145;-48.80962739;311.1903726;7
8;28.5;71;0;2;-0.59715003;0.53640598;0.802695169;-48.0673844;311.9326156;7
8;27.4;77;7.5;1;-0.66693997;0.487252;0.82596818;-53.84893916;306.1510608;7
8;28.1;76;0;1;-0.88669997;0.495545;1.015776395;-60.80073183;299.1992682;7
8;28.3;74;0;2;-1.08384;0.502051;1.194472416;-65.14571784;294.8542822;7
8;27.7;74;0;2;-1.03546;0.515481;1.15667544;-63.53459159;296.4654084;7
8;27;70;0;2;-1.2772599;0.47099999;1.361335316;-69.75813677;290.2418632;7
8;27.1;75;0;0;-1.56775;0.56771702;1.667375986;-70.09355581;289.9064442;7
8;27.7;74;0;2;-1.59331;0.69413197;1.737945899;-66.45945531;293.5405447;7
8;26.2;85;2;1;-1.64994;0.66678101;1.779578298;-67.99516463;292.0048354;7
8;27.8;74;46;2;-1.74577;0.57134098;1.836884158;-71.87819694;288.1218031;7
8;27.5;65;;1;-1.84506;0.42133;1.89255525;-77.13674468;282.8632553;7
8;25.7;64;0;2;-1.96644;0.19815201;1.976398364;-84.24590662;275.7540934;7
8;26.5;72;0;0;-2.0876;7.49E-02;2.088943218;-87.94519358;272.0548064;7
8;26.7;74;0;1;-2.08729;9.52E-02;2.089459879;-87.38858486;272.6114151;7
1;27.7;74;0;2;-2.0088301;-3.83E-03;2.008833751;-90.10923899;269.890761;6
1;27.4;70;0;1;-1.91408;-0.10267;1.916831598;-93.07036575;266.9296342;6
1;27.6;66;;2;-1.76056;-0.29218;1.784640206;-99.42284261;260.5771574;6
1;26.9;69;0;2;-1.63559;-0.4718;1.702277853;-106.0906609;253.9093391;6
1;27;67;0;2;-1.5657001;-0.61849999;1.683436676;-111.5555536;248.4444464;6
1;28.7;67;0;2;-1.37358;-0.83310997;1.606485057;-121.2378392;238.7621608;6
1;27.5;75;0;2;-1.0203201;-0.96227002;1.402503725;-133.3228633;226.6771367;6
1;26.7;82;1.7;2;-0.91838002;-0.82933003;1.237420769;-132.083166;227.916834;6
1;27;78;5.6;2;-0.86672997;-0.72969002;1.132990894;-130.0936412;229.9063588;6
2;27.4;68;0;1;-0.68708998;-0.70502001;0.984452058;-135.7379146;224.2620854;5
2;27.8;60;0;2;-0.30726001;-0.49439001;0.582091226;-148.1393315;211.8606685;5
3;26.7;67;0;2;9.18E-02;-0.32148001;0.334330132;164.063079;164.063079;4
4;27;70;0;2;0.41935301;-0.10438;0.432148275;103.9773007;103.9773007;3
4;27.4;74;0;2;0.458038;-2.80E-02;0.458893026;93.49815505;93.49815505;3
5;27.3;69;0;2;0.51520598;7.46E-02;0.520578872;81.76103517;81.76103517;2
5;27.2;72;0;2;0.61032999;0.293291;0.677142753;64.33362258;64.33362258;2
5;27.5;68;0;3;0.47020799;6.19E-02;0.474264867;82.50048584;82.50048584;2
4;26.9;72;0;2;0.32073;-0.12186;0.343099974;110.8040748;110.8040748;3
4;27.3;73;0;2;0.265762;-0.17589;0.31869536;123.4978966;123.4978966;3
4;25.8;78;27.6;1;0.28279099;-7.60E-02;0.29282545;105.0427859;105.0427859;3
4;25.8;70;0;2;0.543001;-2.60E-02;0.54362311;92.74134553;92.74134553;3
5;26;72;0;2;0.71664101;6.94E-02;0.71999354;84.46868604;84.46868604;2
4;26;76;0;2;1.00675;-0.132;1.015366713;97.46972477;97.46972477;3
4;25.8;69;0;2;1.2900701;-0.1329;1.296897557;95.88172868;95.88172868;3
4;25.8;68;0;2;1.3594;-3.82E-02;1.359936616;91.60962406;91.60962406;3
4;26;73;0;2;1.2396899;-0.12754001;1.246233326;95.8739568;95.8739568;3
4;26.7;72;0;2;0.94143498;-8.75E-02;0.945492502;95.30999936;95.30999936;3
5;26.8;71;0;2;0.90071899;0.25912699;0.937252098;73.95005242;73.95005242;2
5;27.1;78;0;2;0.70953602;0.444915;0.837490729;57.91020618;57.91020618;2
5;26.8;74;0;1;0.77417803;0.680022;1.030427844;48.7045958;48.7045958;2
5;25.8;71;0;0;0.857732;0.82124197;1.187494235;46.2450435;46.2450435;2
6;26.5;70;0;2;0.681979;0.783198;1.03850588;41.04810752;41.04810752;1
6;26.6;69;0;2;0.443156;0.567029;0.719659035;38.00905884;38.00905884;1
6;26.4;65;0;2;0.15856799;0.44015399;0.467845426;19.81184568;19.81184568;1
7;27.7;68;0;2;-0.11267;0.396276;0.411982035;-15.87161927;344.1283807;8
7;26.9;72;0;2;-0.13348;0.48520699;0.503232286;-15.38152923;344.6184708;8
7;27.2;76;0;2;-0.11918;0.304068;0.326590295;-21.40278559;338.5972144;8
7;26.8;68;0;2;-5.86E-02;6.41E-02;0.086849122;-42.43344756;317.5665524;8
7;26.6;66;0;2;-7.10E-02;0.16815799;0.182532489;-22.89054003;337.10946;8
8;26.5;68;0;2;-0.19007;0.17290699;0.256950252;-47.70715825;312.2928417;7
7;26.9;58;0;1;-0.15905;0.27479401;0.31750378;-30.06213776;329.9378622;8
7;27;65;0;2;-1.23E-02;0.137885;0.138432522;-5.097564252;354.9024357;8
8;27.9;70;0;2;-0.16565999;5.28E-02;0.173870849;-72.32161313;287.6783869;7
1;28.5;71;0;2;-0.39109001;-4.68E-02;0.39388023;-96.82388195;263.176118;6
1;26.8;78;0;2;-0.39737999;-9.53E-02;0.408647705;-103.4860264;256.5139736;6
1;27.3;74;42.3;2;-0.46669;-0.14135;0.487626269;-106.850391;253.149609;6
1;28;66;0;2;-0.57225001;-0.24388;0.622051066;-113.0826052;246.9173948;6
1;27.7;64;0;3;-0.77908999;-0.25343999;0.819275925;-108.0198409;251.9801591;6
1;27.7;78;0;2;-0.96537;-7.78E-02;0.968499911;-94.60755826;265.3924417;6
1;27;74;0.8;2;-0.97365999;-0.15558;0.986011619;-99.07847993;260.9215201;6
1;26.6;64;0;1;-1.18548;-0.24541999;1.210617116;-101.6962407;258.3037593;6
1;27.9;49;0;2;-1.30436;-0.38167;1.359053714;-106.310053;253.689947;6
1;26;62;0;2;-1.38851;-0.70144999;1.555632382;-116.802075;243.197925;6
1;25.4;64;0;2;-1.27;-0.66614997;1.434104523;-117.6782475;242.3217525;6
1;25.4;68;0;2;-1.06978;-0.97779;1.449311054;-132.4276352;227.5723648;6
2;27.8;64;0;2;-0.98233002;-1.48514;1.780621545;-146.5177818;213.4822182;5
2;28.1;69;0;2;-0.8556;-1.7845;1.979012787;-154.3840508;205.6159492;5
2;28.9;70;0;2;-0.60061997;-1.68814;1.791803842;-160.4150512;199.5849488;5
2;27.5;78;44.6;2;-0.36111999;-1.5302401;1.572273008;-166.7217551;193.2782449;5
